hour_utc,constellation,n_catalogued,n_above,mean_simultaneous,max_simultaneous
2024-05-10T23:00:00Z,GPS,75,18,16.35,18
2024-05-10T23:00:00Z,GLONASS,142,54,47.35,51
2024-05-10T23:00:00Z,Galileo,27,12,10.066666666666666,11
2024-05-10T23:00:00Z,BeiDou,53,19,17.85,18
2024-05-10T23:00:00Z,NavIC,7,3,3.0,3
2024-05-10T23:00:00Z,QZSS,4,1,0.8166666666666667,1
2024-05-10T23:00:00Z,Iridium,109,21,2.716666666666667,5
2024-05-10T23:00:00Z,Globalstar,85,26,5.533333333333333,9
2024-05-10T23:00:00Z,Inmarsat,20,9,9.0,9
2024-05-10T23:00:00Z,Starlink,5917,1161,113.66666666666667,126
2024-05-10T23:00:00Z,OneWeb,634,126,21.416666666666668,26
2024-05-11T00:00:00Z,GPS,75,23,18.65,20
2024-05-11T00:00:00Z,GLONASS,142,58,48.96666666666667,50
2024-05-11T00:00:00Z,Galileo,27,12,11.55,12
2024-05-11T00:00:00Z,BeiDou,53,19,16.733333333333334,18
2024-05-11T00:00:00Z,NavIC,7,3,3.0,3
2024-05-11T00:00:00Z,QZSS,4,1,1.0,1
2024-05-11T00:00:00Z,Iridium,109,20,2.216666666666667,5
2024-05-11T00:00:00Z,Globalstar,85,25,4.616666666666666,8
2024-05-11T00:00:00Z,Inmarsat,20,9,9.0,9
2024-05-11T00:00:00Z,Starlink,5917,1184,115.93333333333334,129
2024-05-11T00:00:00Z,OneWeb,634,126,21.033333333333335,26
2024-05-11T01:00:00Z,GPS,75,22,18.6,20
2024-05-11T01:00:00Z,GLONASS,142,51,44.95,48
2024-05-11T01:00:00Z,Galileo,27,12,10.333333333333334,11
2024-05-11T01:00:00Z,BeiDou,53,18,14.466666666666667,17
2024-05-11T01:00:00Z,NavIC,7,3,3.0,3
2024-05-11T01:00:00Z,QZSS,4,1,1.0,1
2024-05-11T01:00:00Z,Iridium,109,16,2.0166666666666666,4
2024-05-11T01:00:00Z,Globalstar,85,32,6.85,11
2024-05-11T01:00:00Z,Inmarsat,20,9,9.0,9
2024-05-11T01:00:00Z,Starlink,5917,1154,114.81666666666666,125
2024-05-11T01:00:00Z,OneWeb,634,126,20.9,25
2024-05-11T02:00:00Z,GPS,75,23,20.8,22
2024-05-11T02:00:00Z,GLONASS,142,46,39.733333333333334,42
2024-05-11T02:00:00Z,Galileo,27,11,10.8,11
2024-05-11T02:00:00Z,BeiDou,53,17,15.266666666666667,16
2024-05-11T02:00:00Z,NavIC,7,3,3.0,3
2024-05-11T02:00:00Z,QZSS,4,1,1.0,1
2024-05-11T02:00:00Z,Iridium,109,16,1.7166666666666666,5
2024-05-11T02:00:00Z,Globalstar,85,28,6.25,9
2024-05-11T02:00:00Z,Inmarsat,20,9,9.0,9
2024-05-11T02:00:00Z,Starlink,5917,1145,112.3,122
2024-05-11T02:00:00Z,OneWeb,634,123,20.2,24
2024-05-11T03:00:00Z,GPS,75,24,19.716666666666665,22
2024-05-11T03:00:00Z,GLONASS,142,38,35.13333333333333,36
2024-05-11T03:00:00Z,Galileo,27,10,9.366666666666667,10
2024-05-11T03:00:00Z,BeiDou,53,16,15.816666666666666,16
2024-05-11T03:00:00Z,NavIC,7,3,3.0,3
2024-05-11T03:00:00Z,QZSS,4,1,1.0,1
2024-05-11T03:00:00Z,Iridium,109,19,2.183333333333333,4
2024-05-11T03:00:00Z,Globalstar,85,27,6.5,9
2024-05-11T03:00:00Z,Inmarsat,20,9,9.0,9
2024-05-11T03:00:00Z,Starlink,5917,1216,118.33333333333333,131
2024-05-11T03:00:00Z,OneWeb,634,125,20.85,24
2024-05-11T04:00:00Z,GPS,75,22,19.466666666666665,20
2024-05-11T04:00:00Z,GLONASS,142,41,31.833333333333332,33
2024-05-11T04:00:00Z,Galileo,27,8,7.083333333333333,8
2024-05-11T04:00:00Z,BeiDou,53,16,15.316666666666666,16
2024-05-11T04:00:00Z,NavIC,7,3,3.0,3
2024-05-11T04:00:00Z,QZSS,4,1,1.0,1
2024-05-11T04:00:00Z,Iridium,109,19,2.0833333333333335,4
2024-05-11T04:00:00Z,Globalstar,85,31,7.216666666666667,9
2024-05-11T04:00:00Z,Inmarsat,20,9,9.0,9
2024-05-11T04:00:00Z,Starlink,5917,1181,117.35,133
2024-05-11T04:00:00Z,OneWeb,634,120,19.733333333333334,23
2024-05-11T05:00:00Z,GPS,75,20,17.55,19
2024-05-11T05:00:00Z,GLONASS,142,39,34.233333333333334,35
2024-05-11T05:00:00Z,Galileo,27,8,7.0,8
2024-05-11T05:00:00Z,BeiDou,53,19,17.483333333333334,18
2024-05-11T05:00:00Z,NavIC,7,3,3.0,3
2024-05-11T05:00:00Z,QZSS,4,1,1.0,1
2024-05-11T05:00:00Z,Iridium,109,20,2.1666666666666665,4
2024-05-11T05:00:00Z,Globalstar,85,34,7.183333333333334,11
2024-05-11T05:00:00Z,Inmarsat,20,9,9.0,9
2024-05-11T05:00:00Z,Starlink,5917,1220,120.31666666666666,136
2024-05-11T05:00:00Z,OneWeb,634,125,21.15,25
2024-05-11T06:00:00Z,GPS,75,22,17.416666666666668,19
2024-05-11T06:00:00Z,GLONASS,142,49,39.2,44
2024-05-11T06:00:00Z,Galileo,27,7,5.483333333333333,6
2024-05-11T06:00:00Z,BeiDou,52,19,17.35,18
2024-05-11T06:00:00Z,NavIC,7,3,3.0,3
2024-05-11T06:00:00Z,QZSS,4,1,1.0,1
2024-05-11T06:00:00Z,Iridium,109,17,1.95,6
2024-05-11T06:00:00Z,Globalstar,85,26,5.766666666666667,8
2024-05-11T06:00:00Z,Inmarsat,20,10,9.35,10
2024-05-11T06:00:00Z,Starlink,5917,1264,124.71666666666667,139
2024-05-11T06:00:00Z,OneWeb,634,135,21.25,25
2024-05-11T07:00:00Z,GPS,75,20,16.3,18
2024-05-11T07:00:00Z,GLONASS,142,58,45.75,49
2024-05-11T07:00:00Z,Galileo,27,8,6.15,7
2024-05-11T07:00:00Z,BeiDou,52,19,16.916666666666668,18
2024-05-11T07:00:00Z,NavIC,7,3,3.0,3
2024-05-11T07:00:00Z,QZSS,4,1,1.0,1
2024-05-11T07:00:00Z,Iridium,109,21,2.15,6
2024-05-11T07:00:00Z,Globalstar,85,31,6.75,13
2024-05-11T07:00:00Z,Inmarsat,20,10,10.0,10
2024-05-11T07:00:00Z,Starlink,5917,1339,131.4,140
2024-05-11T07:00:00Z,OneWeb,634,141,23.033333333333335,27
2024-05-11T08:00:00Z,GPS,75,21,17.366666666666667,19
2024-05-11T08:00:00Z,GLONASS,142,61,49.5,51
2024-05-11T08:00:00Z,Galileo,27,8,7.583333333333333,8
2024-05-11T08:00:00Z,BeiDou,52,18,16.483333333333334,17
2024-05-11T08:00:00Z,NavIC,7,3,3.0,3
2024-05-11T08:00:00Z,QZSS,4,1,1.0,1
2024-05-11T08:00:00Z,Iridium,109,20,2.3333333333333335,5
2024-05-11T08:00:00Z,Globalstar,85,38,7.3,12
2024-05-11T08:00:00Z,Inmarsat,20,10,10.0,10
2024-05-11T08:00:00Z,Starlink,5917,1321,129.83333333333334,147
2024-05-11T08:00:00Z,OneWeb,634,140,23.55,26
2024-05-11T09:00:00Z,GPS,75,22,18.65,20
2024-05-11T09:00:00Z,GLONASS,142,55,47.78333333333333,49
2024-05-11T09:00:00Z,Galileo,27,8,7.183333333333334,8
2024-05-11T09:00:00Z,BeiDou,52,18,14.5,16
2024-05-11T09:00:00Z,NavIC,7,3,3.0,3
2024-05-11T09:00:00Z,QZSS,4,1,1.0,1
2024-05-11T09:00:00Z,Iridium,109,15,1.6666666666666667,3
2024-05-11T09:00:00Z,Globalstar,85,33,6.75,9
2024-05-11T09:00:00Z,Inmarsat,20,10,10.0,10
2024-05-11T09:00:00Z,Starlink,5917,1287,123.78333333333333,140
2024-05-11T09:00:00Z,OneWeb,634,140,23.116666666666667,26
2024-05-11T10:00:00Z,GPS,75,27,23.85,26
2024-05-11T10:00:00Z,GLONASS,142,51,41.016666666666666,48
2024-05-11T10:00:00Z,Galileo,27,8,6.616666666666666,7
2024-05-11T10:00:00Z,BeiDou,52,17,15.766666666666667,16
2024-05-11T10:00:00Z,NavIC,7,3,3.0,3
2024-05-11T10:00:00Z,QZSS,4,1,1.0,1
2024-05-11T10:00:00Z,Iridium,109,20,2.6,6
2024-05-11T10:00:00Z,Globalstar,85,37,8.083333333333334,10
2024-05-11T10:00:00Z,Inmarsat,20,10,10.0,10
2024-05-11T10:00:00Z,Starlink,5915,1183,117.8,132
2024-05-11T10:00:00Z,OneWeb,634,135,21.666666666666668,25
2024-05-11T11:00:00Z,GPS,75,29,23.7,25
2024-05-11T11:00:00Z,GLONASS,142,45,37.483333333333334,39
2024-05-11T11:00:00Z,Galileo,26,6,5.666666666666667,6
2024-05-11T11:00:00Z,BeiDou,52,17,15.966666666666667,16
2024-05-11T11:00:00Z,NavIC,7,3,3.0,3
2024-05-11T11:00:00Z,QZSS,4,1,1.0,1
2024-05-11T11:00:00Z,Iridium,109,17,1.9833333333333334,4
2024-05-11T11:00:00Z,Globalstar,85,30,6.483333333333333,9
2024-05-11T11:00:00Z,Inmarsat,20,10,10.0,10
2024-05-11T11:00:00Z,Starlink,5915,1224,120.76666666666667,138
2024-05-11T11:00:00Z,OneWeb,634,131,21.416666666666668,25
2024-05-11T12:00:00Z,GPS,74,26,23.6,25
2024-05-11T12:00:00Z,GLONASS,143,45,37.46666666666667,39
2024-05-11T12:00:00Z,Galileo,26,6,5.0,5
2024-05-11T12:00:00Z,BeiDou,52,18,15.883333333333333,17
2024-05-11T12:00:00Z,NavIC,7,3,3.0,3
2024-05-11T12:00:00Z,QZSS,4,1,1.0,1
2024-05-11T12:00:00Z,Iridium,109,15,2.066666666666667,4
2024-05-11T12:00:00Z,Globalstar,85,29,6.883333333333334,9
2024-05-11T12:00:00Z,Inmarsat,20,10,10.0,10
2024-05-11T12:00:00Z,Starlink,5914,1201,118.4,131
2024-05-11T12:00:00Z,OneWeb,634,132,20.883333333333333,24
2024-05-11T13:00:00Z,GPS,74,28,22.033333333333335,24
2024-05-11T13:00:00Z,GLONASS,143,53,38.9,43
2024-05-11T13:00:00Z,Galileo,27,6,5.616666666666666,6
2024-05-11T13:00:00Z,BeiDou,52,20,18.2,19
2024-05-11T13:00:00Z,NavIC,7,3,3.0,3
2024-05-11T13:00:00Z,QZSS,4,1,1.0,1
2024-05-11T13:00:00Z,Iridium,109,16,1.8166666666666667,4
2024-05-11T13:00:00Z,Globalstar,85,27,6.65,11
2024-05-11T13:00:00Z,Inmarsat,20,10,10.0,10
2024-05-11T13:00:00Z,Starlink,5914,1224,118.06666666666666,133
2024-05-11T13:00:00Z,OneWeb,634,125,20.433333333333334,24
2024-05-11T14:00:00Z,GPS,74,28,22.9,24
2024-05-11T14:00:00Z,GLONASS,143,53,43.483333333333334,45
2024-05-11T14:00:00Z,Galileo,27,5,5.0,5
2024-05-11T14:00:00Z,BeiDou,53,21,18.716666666666665,20
2024-05-11T14:00:00Z,NavIC,7,3,3.0,3
2024-05-11T14:00:00Z,QZSS,4,1,1.0,1
2024-05-11T14:00:00Z,Iridium,109,15,1.8666666666666667,4
